"SWOT.Cats","Negotiation.phase","msg.number","Message"
"W II","IGC",340,"conserve"
"W II","IGC",340,"collectively"
"W II","IGC",340,"sectoral"
"W II","IGC",340,"lens"
"W II","IGC",340,"global"
"W II","IGC",340,"regional"
"W II","IGC",340,"level"
"O III","IGC",341,"rulemaking"
"O III","IGC",341,"body"
"O III","IGC",341,"framework"
"O III","IGC",341,"provide"
"O III","IGC",341,"backfilling"
"O III","IGC",341,"function"
"O III","IGC",341,"existing"
"O III","IGC",341,"mandates"
"O III","IGC",341,"insufficient"
"O III","IGC",341,"address"
"O III","IGC",341,"activities"
"O I","IGC",342,"definition"
"O I","IGC",342,"transboundary"
"O I","IGC",342,"pollution"
"O II","PrepCom",343,"create"
"O II","PrepCom",343,"regional"
"O II","PrepCom",343,"committees"
"O II","PrepCom",343,"composed"
"O II","PrepCom",343,"stake"
"O II","PrepCom",343,"abnj"
"O II","PrepCom",343,"localities"
"O II","PrepCom",343,"sectoral"
"O II","PrepCom",343,"management"
"O II","PrepCom",343,"bodies"
"O III","PrepCom",344,"integrate"
"O III","PrepCom",344,"formal"
"O III","PrepCom",344,"explicit"
"O III","PrepCom",344,"operationalization"
"O III","PrepCom",344,"precautionary"
"O III","PrepCom",344,"principle"
"O III","PrepCom",344,"criteria"
"O III","PrepCom",344,"mpas"
"O III","PrepCom",344,"abnj"
"W I","PrepCom",345,"lack"
"W I","PrepCom",345,"convergence"
"W I","PrepCom",345,"delegations"
"O II","PrepCom",346,"positive"
"O II","PrepCom",346,"interpretation"
"O II","PrepCom",346,"term"
"O II","PrepCom",346,"undermine"
"O II","PrepCom",346,"strengthen"
"O II","PrepCom",346,"role"
"O II","PrepCom",346,"existing"
"O II","PrepCom",346,"institutions"
"T I","PrepCom",347,"term"
"T I","PrepCom",347,"undermine"
"T I","PrepCom",347,"ambiguous"
"O II","PrepCom",348,"improve"
"O II","PrepCom",348,"implementation"
"O II","PrepCom",348,"duty"
"O II","PrepCom",348,"cooperate"
"O II","PrepCom",348,"science"
"O II","PrepCom",348,"technology"
"O VI","PrepCom",349,"establishment"
"O VI","PrepCom",349,"trust"
"O VI","PrepCom",349,"fund"
"O VI","PrepCom",349,"conservation"
"O VI","PrepCom",349,"management"
"O VI","PrepCom",349,"marine"
"O VI","PrepCom",349,"biodiversity"
"O VI","PrepCom",349,"abnj"
"O VI","PrepCom",349,"capacity"
"O VI","PrepCom",349,"building"
"O VI","PrepCom",349,"developing"
"O VI","PrepCom",349,"countries"
"O VI","PrepCom",349,"ensuring"
"O VI","PrepCom",349,"ethic"
"O VI","PrepCom",349,"environmental"
"O VI","PrepCom",349,"stewardship"
"O III","PrepCom",350,"define"
"O III","PrepCom",350,"obligations"
"O III","PrepCom",350,"cooperate"
"O III","PrepCom",350,"coastal"
"O IV","PrepCom",351,"comprehensive"
"O IV","PrepCom",351,"analysis"
"O IV","PrepCom",351,"marine"
"O IV","PrepCom",351,"environment"
"O IV","PrepCom",351,"assessing"
"O IV","PrepCom",351,"fishing"
"O IV","PrepCom",351,"activities"
"O IV","PrepCom",351,"due"
"O IV","PrepCom",351,"timing"
"O IV","PrepCom",351,"methods"
"O IV","PrepCom",351,"gear"
"O IV","PrepCom",351,"stocks"
"O IV","PrepCom",351,"targeted"
"O IV","PrepCom",351,"reasons"
"O IV","PrepCom",351,"harm"
"O II","PrepCom",352,"strengthen"
"O II","PrepCom",352,"governance"
"O II","PrepCom",352,"shared"
"O II","PrepCom",352,"fisheries"
"O II","PrepCom",352,"cooperating"
"O II","PrepCom",352,"rfmos"
"O II","PrepCom",352,"enhancing"
"O II","PrepCom",352,"role"
"O V","PrepCom",353,"provide"
"O V","PrepCom",353,"collaborative"
"O V","PrepCom",353,"forum"
"O V","PrepCom",353,"potential"
"O V","PrepCom",353,"financial"
"O V","PrepCom",353,"support"
"O V","PrepCom",353,"global"
"O V","PrepCom",353,"regional"
"O V","PrepCom",353,"organizations"
"O V","PrepCom",353,"coordinate"
"O V","PrepCom",353,"efforts"
"O V","PrepCom",353,"conservation"
"O V","PrepCom",353,"sustainable"
"O V","PrepCom",353,"marine"
"O V","PrepCom",353,"biodiversity"
"O V","PrepCom",353,"abnj"
"O I","PrepCom",354,"implement"
"O I","PrepCom",354,"clarify"
"O I","PrepCom",354,"regime"
"O I","PrepCom",354,"applicable"
"O I","PrepCom",354,"extended"
"O I","PrepCom",354,"continental"
"O I","PrepCom",354,"shelf"
"O III","PrepCom",355,"achieve"
"O III","PrepCom",355,"consistency"
"O III","PrepCom",355,"previously"
"O III","PrepCom",355,"examined"
"O III","PrepCom",355,"rights"
"O III","PrepCom",355,"sovereignty"
"O III","PrepCom",355,"jurisdiction"
"O III","PrepCom",355,"coastal"
"O III","PrepCom",355,"sustainable"
"O III","PrepCom",355,"ocean"
"O III","PrepCom",355,"governance"
"O III","PrepCom",356,"influence"
"O III","PrepCom",356,"shape"
"O III","PrepCom",356,"future"
"O III","PrepCom",356,"mandates"
"O III","PrepCom",356,"rfmos"
"O III","PrepCom",356,"filling"
"O III","PrepCom",356,"addressing"
"O III","PrepCom",356,"governance"
"O III","PrepCom",356,"gaps"
"O I","PrepCom",357,"ensure"
"O I","PrepCom",357,"public"
"O I","PrepCom",357,"engagement"
"O IV","PrepCom",358,"implement"
"O IV","PrepCom",358,"combination"
"O IV","PrepCom",358,"monitoring"
"O IV","PrepCom",358,"enforcement"
"O IV","PrepCom",358,"measures"
"O VI","PrepCom",359,"push"
"O VI","PrepCom",359,"equitable"
"O VI","PrepCom",359,"sharing"
"O VI","PrepCom",359,"benefits"
"O VI","PrepCom",359,"human"
"O VI","PrepCom",359,"activities"
"O VI","PrepCom",359,"abnj"
"O I","BBNJ WG",360,"provide"
"O I","BBNJ WG",360,"detail"
"O I","BBNJ WG",360,"environmental"
"O I","BBNJ WG",360,"protection"
"O I","BBNJ WG",360,"obligations"
"O I","BBNJ WG",360,"institutional"
"O I","BBNJ WG",360,"framework"
"O I","BBNJ WG",360,"implementation"
"O II","BBNJ WG",361,"aprovide"
"O II","BBNJ WG",361,"scope"
"O II","BBNJ WG",361,"external"
"O II","BBNJ WG",361,"review"
"O II","BBNJ WG",361,"global"
"O II","BBNJ WG",361,"community"
"O II","BBNJ WG",361,"representing"
"O II","BBNJ WG",361,"broader"
"O II","BBNJ WG",361,"range"
"O I","BBNJ WG",362,"identify"
"O I","BBNJ WG",362,"overarching"
"O I","BBNJ WG",362,"principles"
"O I","BBNJ WG",362,"applicable"
"O I","BBNJ WG",362,"biodiversity"
"O I","BBNJ WG",362,"abnj"
"O I","BBNJ WG",362,"emphasizing"
"O I","BBNJ WG",362,"ecosystem"
"O I","BBNJ WG",362,"precautionary"
"O I","BBNJ WG",362,"approaches"
"O I","BBNJ WG",362,"scientific"
"O I","BBNJ WG",362,"information"
"O III","BBNJ WG",363,"oblige"
"O III","BBNJ WG",363,"parties"
"O III","BBNJ WG",363,"comply"
"O III","BBNJ WG",363,"agreed"
"O III","BBNJ WG",363,"mpa"
"O III","BBNJ WG",363,"management"
"O III","BBNJ WG",363,"measures"
"O III","BBNJ WG",363,"authorise"
"O III","BBNJ WG",363,"undertake"
"O III","BBNJ WG",363,"activities"
"O III","BBNJ WG",363,"contrary"
"O III","BBNJ WG",363,"objectives"
"O III","BBNJ WG",363,"mpa"
"O III","BBNJ WG",363,"established"
"O III","BBNJ WG",364,"develop"
"O III","BBNJ WG",364,"process"
"O III","BBNJ WG",364,"spatial"
"O III","BBNJ WG",364,"planning"
"O III","BBNJ WG",364,"designed"
"O III","BBNJ WG",364,"foster"
"O III","BBNJ WG",364,"integrated"
"O III","BBNJ WG",364,"ecosystem"
"O III","BBNJ WG",364,"based"
"O III","BBNJ WG",364,"planning"
"O III","BBNJ WG",364,"management"
"O III","BBNJ WG",364,"includes"
"O III","BBNJ WG",364,"establishment"
"O III","BBNJ WG",364,"system"
"O III","BBNJ WG",364,"mpas"
"O III","BBNJ WG",364,"abnj"
"O II","BBNJ WG",365,"parties"
"O II","BBNJ WG",365,"agree"
"O II","BBNJ WG",365,"recognize"
"O II","BBNJ WG",365,"importance"
"O II","BBNJ WG",365,"environmentally"
"O II","BBNJ WG",365,"significant"
"O II","BBNJ WG",365,"authorize"
"O II","BBNJ WG",365,"undertake"
"O II","BBNJ WG",365,"activities"
"O II","BBNJ WG",365,"contrary"
"O II","BBNJ WG",365,"conservation"
"O II","BBNJ WG",365,"objectives"
"T II","BBNJ WG",366,"traditional"
"T II","BBNJ WG",366,"isolation"
"T II","BBNJ WG",366,"fisheries"
"T II","BBNJ WG",366,"management"
"T II","BBNJ WG",366,"oceans"
"T II","BBNJ WG",366,"governance"
"T II","BBNJ WG",366,"exacerbates"
"T II","BBNJ WG",366,"tension"
"T II","BBNJ WG",366,"fisheries"
"T II","BBNJ WG",366,"mpas"
"O VI","IGC",367,"individual"
"O VI","IGC",367,"decision"
"O VI","IGC",367,"makers"
"O VI","IGC",367,"ocean"
"O VI","IGC",367,"users"
"O VI","IGC",367,"actors"
"O VI","IGC",367,"considered"
"O VI","IGC",367,"duty"
"O VI","IGC",367,"access"
"O VI","IGC",367,"forms"
"O VI","IGC",367,"knowledge"
"T III","IGC",368,"coastal"
"T III","IGC",368,"required"
"T III","IGC",368,"ensure"
"T III","IGC",368,"activities"
"T III","IGC",368,"jurisdiction"
"T III","IGC",368,"undermine"
"T III","IGC",368,"effectiveness"
"T III","IGC",368,"measures"
"T III","IGC",368,"abmt"
"O III","IGC",369,"integrative"
"O III","IGC",369,"approaches"
"O III","IGC",369,"consideration"
"O III","IGC",369,"ecological"
"O III","IGC",369,"connectivity"
"O III","IGC",369,"vital"
"O III","IGC",369,"meet"
"O III","IGC",369,"conservation"
"O III","IGC",369,"sustainable"
"O III","IGC",369,"objectives"
"W III","IGC",370,"address"
"W III","IGC",370,"fishing"
"W III","IGC",370,"issues"
"W III","IGC",370,"contribute"
"W III","IGC",370,"iuu"
"W III","IGC",370,"fishing"
"W I","IGC",371,"battle"
"W I","IGC",371,"mare"
"W I","IGC",371,"liberum"
"W I","IGC",371,"chm"
"W I","IGC",371,"threaten"
"W I","IGC",371,"treaty"
"W I","IGC",371,"effort"
"W I","IGC",371,"governance"
"W I","IGC",371,"oceans"
"T II","IGC",372,"maritime"
"T II","IGC",372,"powers"
"T II","IGC",372,"united"
"T II","IGC",372,"united"
"T II","IGC",372,"kingdom"
"T II","IGC",372,"soviet"
"T II","IGC",372,"union"
"T II","IGC",372,"preferred"
"T II","IGC",372,"application"
"T II","IGC",372,"freedom"
"T II","IGC",372,"seas"
"T II","IGC",372,"principle"
"T II","IGC",372,"continue"
"T II","IGC",372,"exploiting"
"T II","IGC",372,"ocean"
"T II","IGC",372,"spaces"
"T II","IGC",372,"resources"
"W I","IGC",373,"lacks"
"W I","IGC",373,"elaboration"
"W I","IGC",373,"principles"
"W I","IGC",373,"operationalized"
"T II","IGC",374,"divergences"
"T II","IGC",374,"traditional"
"T II","IGC",374,"knowledge"
"T II","IGC",374,"designate"
"T II","IGC",374,"mpas"
"T II","IGC",375,"continue"
"T II","IGC",375,"express"
"T II","IGC",375,"reservations"
"T II","IGC",375,"instrument"
"T II","IGC",375,"arguing"
"T II","IGC",375,"strengthening"
"T II","IGC",375,"implementation"
"T II","IGC",375,"existing"
"T II","IGC",375,"instruments"
"T II","IGC",375,"sufficient"
"O III","IGC",376,"included"
"O III","IGC",376,"solid"
"O III","IGC",376,"legal"
"O III","IGC",376,"basis"
"O III","IGC",376,"establishment"
"O III","IGC",376,"sui"
"O III","IGC",376,"generis"
"O III","IGC",376,"liability"
"O III","IGC",376,"compensation"
"O III","IGC",376,"regime"
"O III","IGC",376,"aligned"
"O III","IGC",376,"proposed"
"O III","IGC",376,"rules"
"O III","IGC",376,"abmts"
"O III","IGC",376,"eias"
"T VI","IGC",377,"reputable"
"T VI","IGC",377,"environmental"
"T VI","IGC",377,"organizations"
"O V","IGC",378,"implementation"
"O V","IGC",378,"decision"
"O V","IGC",378,"body"
"O V","IGC",378,"role"
"O V","IGC",378,"interpretation"
"O V","IGC",378,"application"
"O V","IGC",378,"unclos"
"O II","IGC",379,"regular"
"O II","IGC",379,"conference"
"O II","IGC",379,"parties"
"O II","IGC",379,"overcome"
"O II","IGC",379,"obstacles"
"O II","IGC",379,"cooperation"
"O II","IGC",379,"allowing"
"O II","IGC",379,"delineate"
"O II","IGC",379,"precisely"
"O II","IGC",379,"party"
"O II","IGC",379,"expected"
"O II","IGC",379,"provide"
"O II","IGC",379,"clarity"
"O II","IGC",379,"applicable"
"O II","IGC",379,"norms"
"O II","IGC",379,"encourage"
"O II","IGC",379,"countries"
"O II","IGC",379,"cooperate"
"O IV","IGC",380,"provide"
"O IV","IGC",380,"alternative"
"O IV","IGC",380,"forum"
"O IV","IGC",380,"addressing"
"O IV","IGC",380,"environmental"
"O IV","IGC",380,"issues"
"O IV","IGC",380,"affecting"
"O IV","IGC",380,"abnj"
"O IV","IGC",380,"offer"
"O IV","IGC",380,"complementary"
"O IV","IGC",380,"additional"
"O IV","IGC",380,"opportunities"
"O IV","IGC",380,"habitat"
"O IV","IGC",380,"conservation"
"O III","IGC",381,"threats"
"O III","IGC",381,"transboundary"
"O III","IGC",381,"pollution"
"O III","IGC",381,"implementation"
"O III","IGC",381,"based"
"O III","IGC",381,"management"
"O III","IGC",381,"tools"
"O III","IGC",381,"including"
"O III","IGC",381,"mpas"
"O III","PrepCom",382,"learn"
"O III","PrepCom",382,"regional"
"O III","PrepCom",382,"experiences"
"O III","PrepCom",382,"implement"
"O III","PrepCom",382,"abmts"
"O III","PrepCom",382,"mpas"
"O III","PrepCom",382,"abnj"
"W V","PrepCom",383,"options"
"W V","PrepCom",383,"decision"
"W V","PrepCom",383,"issues"
"W V","PrepCom",383,"mpas"
"W V","PrepCom",383,"completely"
"T II","PrepCom",384,"conflict"
"T II","PrepCom",384,"common"
"T II","PrepCom",384,"heritage"
"T II","PrepCom",384,"mankind"
"T II","PrepCom",384,"freedom"
"T II","PrepCom",384,"seas"
"T II","PrepCom",384,"resolved"
"O II","PrepCom",385,"engage"
"O II","PrepCom",385,"cross"
"O II","PrepCom",385,"disciplinary"
"O II","PrepCom",385,"scientific"
"O II","PrepCom",385,"communities"
"O II","PrepCom",385,"legal"
"O II","PrepCom",385,"experts"
"O II","PrepCom",385,"enable"
"O II","PrepCom",385,"science"
"O II","PrepCom",385,"cooperation"
"O II","PrepCom",385,"basis"
"O II","PrepCom",385,"mutual"
"O II","PrepCom",385,"benefit"
"O II","PrepCom",385,"benefit"
"O II","PrepCom",385,"mankind"
"T II","PrepCom",386,"conflicting"
"T II","PrepCom",386,"opinions"
"T II","PrepCom",386,"governance"
"T II","PrepCom",386,"framework"
"O II","PrepCom",387,"create"
"O II","PrepCom",387,"dispute"
"O II","PrepCom",387,"settlement"
"O II","PrepCom",387,"process"
"O II","PrepCom",387,"resolve"
"O II","PrepCom",387,"disagreements"
"O II","PrepCom",387,"levels"
"O II","PrepCom",387,"environmental"
"O II","PrepCom",387,"protection"
"O V","PrepCom",388,"establish"
"O V","PrepCom",388,"institutionalized"
"O V","PrepCom",388,"approach"
"O V","PrepCom",388,"including"
"O V","PrepCom",388,"monitoring"
"O V","PrepCom",388,"scientific"
"O V","PrepCom",388,"body"
"O II","PrepCom",389,"balance"
"O II","PrepCom",389,"individual"
"O II","PrepCom",389,"stakeholders"
"O II","PrepCom",389,"common"
"O I","PrepCom",390,"gather"
"O I","PrepCom",390,"scientific"
"O I","PrepCom",390,"information"
"O I","PrepCom",390,"marine"
"O I","PrepCom",390,"biodiversity"
"O I","PrepCom",390,"abnj"
"O I","PrepCom",390,"wider"
"O I","PrepCom",390,"global"
"O I","PrepCom",390,"regional"
"O I","PrepCom",390,"sectoral"
"O I","PrepCom",390,"organizations"
"O I","PrepCom",390,"share"
"O I","PrepCom",390,"information"
"O I","PrepCom",390,"parties"
"O VI","PrepCom",391,"guided"
"O VI","PrepCom",391,"principles"
"O VI","PrepCom",391,"realism"
"O VI","PrepCom",391,"effectiveness"
"O VI","PrepCom",391,"responsibility"
"O VI","PrepCom",391,"characteristics"
"O VI","PrepCom",391,"developing"
"O VI","PrepCom",391,"countries"
"O VI","PrepCom",391,"lack"
"O VI","PrepCom",391,"scientific"
"O VI","PrepCom",391,"data"
"O VI","PrepCom",391,"information"
"O III","PrepCom",392,"include"
"O III","PrepCom",392,"mpas"
"O III","PrepCom",392,"marine"
"O III","PrepCom",392,"spatial"
"O III","PrepCom",392,"planning"
"O III","PrepCom",392,"intrinsically"
"O III","PrepCom",392,"linked"
"O II","PrepCom",393,"enhance"
"O II","PrepCom",393,"cooperation"
"O II","PrepCom",393,"existing"
"O II","PrepCom",393,"mechanisms"
"O II","PrepCom",393,"protection"
"O II","PrepCom",393,"marine"
"O II","PrepCom",393,"environment"
"O VI","PrepCom",394,"create"
"O VI","PrepCom",394,"targeted"
"O VI","PrepCom",394,"funding"
"O VI","PrepCom",394,"innovative"
"O VI","PrepCom",394,"finance"
"O VI","PrepCom",394,"mechanisms"
"O VI","PrepCom",395,"strengthen"
"O VI","PrepCom",395,"unclos"
"O VI","PrepCom",395,"capacity"
"O VI","PrepCom",395,"building"
"O VI","PrepCom",395,"foster"
"O VI","PrepCom",395,"conservation"
"O VI","PrepCom",395,"sustainable"
"T I","PrepCom",396,"undermining"
"T I","PrepCom",396,"existing"
"T I","PrepCom",396,"organizations"
"T I","PrepCom",396,"challenge"
"T I","PrepCom",396,"context"
"T I","PrepCom",396,"patchwork"
"T I","PrepCom",396,"relevant"
"T I","PrepCom",396,"sectoral"
"T I","PrepCom",396,"regulations"
"T I","PrepCom",396,"guidelines"
"T I","PrepCom",396,"spread"
"T I","PrepCom",396,"international"
"T I","PrepCom",396,"bodies"
"O II","BBNJ WG",397,"allowing"
"O II","BBNJ WG",397,"rfmos"
"O II","BBNJ WG",397,"submit"
"O II","BBNJ WG",397,"proposals"
"O II","BBNJ WG",397,"mpas"
"O II","BBNJ WG",397,"attendant"
"O II","BBNJ WG",397,"measures"
"O II","BBNJ WG",397,"decision"
"O II","BBNJ WG",397,"bodies"
"O II","BBNJ WG",397,"enhance"
"O II","BBNJ WG",397,"possibility"
"O II","BBNJ WG",397,"compliance"
"O II","BBNJ WG",397,"decision"
"O II","BBNJ WG",397,"establish"
"O II","BBNJ WG",397,"mpa"
"O II","BBNJ WG",397,"proposed"
"O III","BBNJ WG",398,"include"
"O III","BBNJ WG",398,"provisions"
"O III","BBNJ WG",398,"requiring"
"O III","BBNJ WG",398,"exercise"
"O III","BBNJ WG",398,"adequate"
"O III","BBNJ WG",398,"control"
"O III","BBNJ WG",398,"flag"
"O III","BBNJ WG",398,"vessels"
"O III","BBNJ WG",398,"beneficial"
"O III","BBNJ WG",398,"owners"
"O III","BBNJ WG",398,"nationals"
"O III","BBNJ WG",398,"private"
"O III","BBNJ WG",398,"public"
"O II","BBNJ WG",399,"adoption"
"O II","BBNJ WG",399,"modern"
"O II","BBNJ WG",399,"principles"
"O II","BBNJ WG",399,"ocean"
"O II","BBNJ WG",399,"conservation"
"O II","BBNJ WG",399,"management"
"O II","BBNJ WG",399,"improve"
"O II","BBNJ WG",399,"implementation"
"O II","BBNJ WG",399,"existing"
"O II","BBNJ WG",399,"regulatory"
"O II","BBNJ WG",399,"framework"
"O I","BBNJ WG",400,"designate"
"O I","BBNJ WG",400,"global"
"O I","BBNJ WG",400,"scientific"
"O I","BBNJ WG",400,"body"
"O I","BBNJ WG",400,"develop"
"O I","BBNJ WG",400,"proposals"
"O I","BBNJ WG",400,"mpas"
"O I","BBNJ WG",400,"approved"
"O I","BBNJ WG",400,"review"
"O I","BBNJ WG",400,"assisted"
"O I","BBNJ WG",400,"global"
"O I","BBNJ WG",400,"level"
"O I","BBNJ WG",400,"managed"
"O I","BBNJ WG",400,"regional"
"O I","BBNJ WG",400,"processes"
"O III","BBNJ WG",401,"require"
"O III","BBNJ WG",401,"parties"
"O III","BBNJ WG",401,"competent"
"O III","BBNJ WG",401,"regional"
"O III","BBNJ WG",401,"sectoral"
"O III","BBNJ WG",401,"organisations"
"O III","BBNJ WG",401,"coordinate"
"O III","BBNJ WG",401,"sectoral"
"O III","BBNJ WG",401,"based"
"O III","BBNJ WG",401,"measures"
"O III","BBNJ WG",401,"integrate"
"O III","BBNJ WG",401,"plans"
"O III","BBNJ WG",401,"achieve"
"O III","BBNJ WG",401,"healthy"
"O III","BBNJ WG",401,"oceans"
"O III","BBNJ WG",401,"marine"
"O III","BBNJ WG",401,"ecosystems"
"O III","BBNJ WG",401,"minimal"
"O III","BBNJ WG",401,"loss"
"O III","BBNJ WG",401,"adverse"
"O III","BBNJ WG",401,"impacts"
"O III","BBNJ WG",401,"marine"
"O III","BBNJ WG",401,"biodiversity"
"O III","BBNJ WG",401,"abnj"
"O II","BBNJ WG",402,"parties"
"O II","BBNJ WG",402,"commit"
"O II","BBNJ WG",402,"adopt"
"O II","BBNJ WG",402,"measures"
"O II","BBNJ WG",402,"encourage"
"O II","BBNJ WG",402,"compliance"
"O II","BBNJ WG",402,"guarantee"
"O II","BBNJ WG",402,"stakeholder"
"O II","BBNJ WG",402,"engages"
"O II","BBNJ WG",402,"activities"
"O II","BBNJ WG",402,"contrary"
"O II","BBNJ WG",402,"principles"
"O II","BBNJ WG",402,"purposes"
"O V","IGC",403,"creation"
"O V","IGC",403,"council"
"O V","IGC",403,"ocean"
"O V","IGC",403,"custodians"
"O V","IGC",403,"provide"
"O V","IGC",403,"voice"
"O V","IGC",403,"ocean"
"O V","IGC",403,"abnj"
"T II","IGC",404,"lack"
"T II","IGC",404,"responsability"
"T II","IGC",404,"coastal"
"T II","IGC",404,"guarantee"
"T II","IGC",404,"effectivesses"
"T II","IGC",404,"actions"
"T II","IGC",404,"abmt"
"T II","IGC",404,"create"
"T II","IGC",404,"gaps"
"T II","IGC",404,"conservation"
"T II","IGC",404,"actions"
"O II","IGC",405,"identifying"
"O II","IGC",405,"stakeholder"
"O II","IGC",405,"conflict"
"O II","IGC",405,"underlying"
"O II","IGC",405,"causation"
"O II","IGC",405,"aid"
"O II","IGC",405,"achieving"
"O II","IGC",405,"mutually"
"O II","IGC",405,"agreeable"
"O II","IGC",405,"abideable"
"O II","IGC",405,"middle"
"O II","IGC",405,"ground"
"O II","IGC",405,"management"
"O II","IGC",405,"options"
"W III","IGC",406,"implementation"
"W III","IGC",406,"abmts"
"W III","IGC",406,"mpas"
"W III","IGC",406,"seas"
"W III","IGC",406,"depend"
"W III","IGC",406,"exclusively"
"W III","IGC",406,"flag"
"W III","IGC",406,"exercising"
"W III","IGC",406,"freedoms"
"W III","IGC",406,"seas"
"W III","IGC",406,"relevant"
"W III","IGC",406,"mpas"
"W III","IGC",406,"parties"
"W III","IGC",406,"relevant"
"W III","IGC",406,"regional"
"W III","IGC",406,"instrument"
"W III","IGC",406,"body"
"T I","IGC",407,"delegates"
"T I","IGC",407,"continued"
"T I","IGC",407,"struggle"
"T I","IGC",407,"define"
"T I","IGC",407,"abmts"
"T I","IGC",407,"mpas"
"T I","IGC",407,"related"
"W I","IGC",408,"suggestions"
"W I","IGC",408,"information"
"W I","IGC",408,"related"
"W I","IGC",408,"relevant"
"W I","IGC",408,"stakeholder"
"W I","IGC",408,"act"
"W I","IGC",408,"results"
"W I","IGC",408,"reviewing"
"W I","IGC",408,"mechanisms"
"T II","IGC",409,"elements"
"T II","IGC",409,"pre"
"T II","IGC",409,"existing"
"T II","IGC",409,"ocean"
"T II","IGC",409,"governance"
"T II","IGC",409,"regime"
"T II","IGC",409,"political"
"T II","IGC",409,"geography"
"T II","IGC",409,"oceans"
"T II","IGC",409,"borders"
"T II","IGC",409,"undefined"
"T II","IGC",409,"contested"
"T IV","IGC",410,"divergences"
"T IV","IGC",410,"management"
"T IV","IGC",410,"measures"
"T IV","IGC",410,"supervisory"
"T IV","IGC",410,"measures"
"T IV","IGC",410,"seas"
"T IV","IGC",410,"mpas"
"O II","IGC",411,"igc"
"O II","IGC",411,"strive"
"O II","IGC",411,"ensure"
"O II","IGC",411,"universal"
"O II","IGC",411,"support"
"O II","IGC",411,"including"
"O II","IGC",411,"provisions"
"O II","IGC",411,"responsibility"
"O II","IGC",411,"liability"
"O II","IGC",412,"undermine"
"O II","IGC",412,"existing"
"O II","IGC",412,"relevant"
"O II","IGC",412,"legal"
"O II","IGC",412,"instruments"
"O II","IGC",413,"opportunity"
"O II","IGC",413,"articulate"
"O II","IGC",413,"effect"
"O II","IGC",413,"duty"
"O II","IGC",413,"protect"
"O II","IGC",413,"preserve"
"O II","IGC",413,"marine"
"O II","IGC",413,"environment"
"O II","IGC",413,"advance"
"O II","IGC",413,"integrated"
"O II","IGC",413,"cross"
"O II","IGC",413,"sectoral"
"O II","IGC",413,"institutional"
"O II","IGC",413,"mechanisms"
"O II","IGC",413,"ensure"
"O II","IGC",413,"implementation"
"O II","IGC",414,"consultation"
"O II","IGC",414,"undermining"
"O II","IGC",414,"avoided"
"O II","IGC",414,"based"
"O II","IGC",414,"specific"
"O II","IGC",414,"proposals"
"O II","IGC",414,"sacrificing"
"O II","IGC",414,"benefits"
"O II","IGC",414,"comprehensive"
"O II","IGC",414,"regime"
"O III","IGC",415,"prevent"
"O III","IGC",415,"reduce"
"O III","IGC",415,"control"
"O III","IGC",415,"transboundary"
"O III","IGC",415,"pollutants"
"O III","IGC",415,"underwater"
"O III","IGC",415,"noise"
"O I","PrepCom",416,"implement"
"O I","PrepCom",416,"mpas"
"O I","PrepCom",416,"stronger"
"O I","PrepCom",416,"existing"
"O I","PrepCom",416,"rfmo"
"O I","PrepCom",416,"closures"
"O I","PrepCom",416,"including"
"O I","PrepCom",416,"water"
"O I","PrepCom",416,"column"
"O I","PrepCom",416,"seabed"
"O I","PrepCom",416,"sites"
"O I","PrepCom",416,"completely"
"O I","PrepCom",416,"limits"
"O I","PrepCom",416,"human"
"O III","PrepCom",417,"due"
"O III","PrepCom",417,"regard"
"O III","PrepCom",417,"main"
"O III","PrepCom",417,"concept"
"O III","PrepCom",417,"regulating"
"O III","PrepCom",417,"relationships"
"O III","PrepCom",417,"coastal"
"O III","PrepCom",417,"carrying"
"O III","PrepCom",417,"activities"
"O III","PrepCom",417,"abnj"
"O I","PrepCom",418,"science"
"O I","PrepCom",418,"diplomacy"
"O I","PrepCom",418,"strengthen"
"O I","PrepCom",418,"international"
"O I","PrepCom",418,"alliances"
"T II","PrepCom",419,"divergent"
"T II","PrepCom",419,"conflict"
"T II","PrepCom",419,"proximity"
"T II","PrepCom",419,"inclusiveness"
"O III","PrepCom",420,"coastal"
"O III","PrepCom",420,"establish"
"O III","PrepCom",420,"abmts"
"O III","PrepCom",420,"water"
"O III","PrepCom",420,"extended"
"O III","PrepCom",420,"continental"
"O III","PrepCom",420,"shelf"
"O III","PrepCom",420,"support"
"O III","PrepCom",420,"environmental"
"O III","PrepCom",420,"protection"
"O III","PrepCom",420,"measures"
"O III","PrepCom",420,"respect"
"O III","PrepCom",420,"shelf"
"O III","PrepCom",420,"biodiversity"
"O II","PrepCom",421,"fisheries"
"O II","PrepCom",421,"context"
"O II","PrepCom",421,"build"
"O II","PrepCom",421,"existing"
"O II","PrepCom",421,"unclos"
"O II","PrepCom",421,"fish"
"O II","PrepCom",421,"stock"
"O II","PrepCom",421,"provisions"
"O II","PrepCom",421,"extending"
"O II","PrepCom",421,"broad"
"O II","PrepCom",421,"biodiversity"
"O II","PrepCom",421,"considerations"
"O II","PrepCom",421,"types"
"O II","PrepCom",421,"fisheries"
"O III","PrepCom",422,"integrate"
"O III","PrepCom",422,"relevant"
"O III","PrepCom",422,"elements"
"O III","PrepCom",422,"impacting"
"O III","PrepCom",422,"biodiversity"
