"SWOT","Negotiation.phase","msg.number","Message"
"S","IGC",101,"time"
"S","IGC",101,"duration"
"S","IGC",101,"proposed"
"S","IGC",101,"measures"
"S","IGC",101,"proposals"
"S","IGC",101,"scientific"
"S","IGC",101,"technical"
"S","IGC",101,"body’s"
"S","IGC",101,"role"
"S","IGC",101,"reviewing"
"S","IGC",101,"proposals"
"O","IGC",102,"ilbi"
"O","IGC",102,"expected"
"O","IGC",102,"include"
"O","IGC",102,"provisions"
"O","IGC",102,"establish"
"O","IGC",102,"integral"
"O","IGC",102,"mpas"
"O","IGC",102,"incorporating"
"O","IGC",102,"biotic"
"O","IGC",102,"abiotic"
"O","IGC",102,"components"
"O","IGC",102,"benthic"
"O","IGC",102,"pelagic"
"O","IGC",102,"mpas"
"O","IGC",103,"incorporating"
"O","IGC",103,"robust"
"O","IGC",103,"transparent"
"O","IGC",103,"mechanism"
"O","IGC",103,"instrument"
"O","IGC",103,"establish"
"O","IGC",103,"effective"
"O","IGC",103,"abmts"
"O","IGC",103,"complementary"
"O","IGC",103,"measures"
"O","IGC",103,"surrounding"
"O","IGC",103,"align"
"O","IGC",103,"management"
"O","IGC",103,"sectors"
"O","IGC",103,"address"
"O","IGC",103,"cumulative"
"O","IGC",103,"impacts"
"O","IGC",104,"negotiations"
"O","IGC",104,"provide"
"O","IGC",104,"opportunity"
"O","IGC",104,"rfmos"
"O","IGC",104,"actively"
"O","IGC",104,"engage"
"O","IGC",104,"international"
"O","IGC",104,"fora"
"O","IGC",104,"demonstrate"
"O","IGC",104,"willingness"
"O","IGC",104,"improve"
"O","IGC",105,"art"
"O","IGC",105,"technology"
"O","IGC",105,"conserve"
"O","IGC",105,"sustain"
"O","IGC",105,"marine"
"O","IGC",105,"biodiversity"
"O","IGC",105,"clarify"
"O","IGC",105,"level"
"O","IGC",105,"protection"
"O","IGC",105,"afforded"
"O","IGC",105,"abmts"
"O","IGC",105,"scales"
"O","IGC",105,"days"
"O","IGC",105,"local"
"O","IGC",105,"global"
"S","IGC",106,"resilience"
"S","IGC",106,"related"
"S","IGC",106,"concepts"
"S","IGC",106,"included"
"S","IGC",106,"text"
"T","IGC",107,"vagueness"
"T","IGC",107,"flexibility"
"T","IGC",107,"undermine"
"T","IGC",107,"concept"
"T","IGC",107,"leaves"
"T","IGC",107,"broader"
"T","IGC",107,"debate"
"T","IGC",107,"nature"
"T","IGC",107,"institutional"
"T","IGC",107,"architecture"
"O","IGC",108,"adoption"
"O","IGC",108,"global"
"O","IGC",108,"model"
"O","IGC",108,"standards"
"O","IGC",108,"guidelines"
"O","IGC",108,"restrictions"
"O","IGC",108,"freedoms"
"O","IGC",108,"seas"
"S","IGC",109,"concepts"
"S","IGC",109,"restoration"
"S","IGC",109,"remediation"
"S","IGC",109,"reinstatement"
"S","IGC",109,"referred"
"S","IGC",109,"draft"
"S","IGC",109,"text"
"O","IGC",110,"create"
"O","IGC",110,"funds"
"O","IGC",110,"assist"
"O","IGC",110,"developed"
"O","IGC",110,"countries"
"O","IGC",110,"attending"
"O","IGC",110,"preparatory"
"O","IGC",110,"meetings"
"W","IGC",111,"fishing"
"W","IGC",111,"activities"
"W","IGC",111,"addressed"
"O","IGC",112,"vulnerable"
"O","IGC",112,"communities"
"O","IGC",112,"dependent"
"O","IGC",112,"marine"
"O","IGC",112,"resources"
"O","IGC",112,"properly"
"O","IGC",112,"account"
"O","IGC",112,"benefit"
"O","IGC",112,"conservation"
"O","IGC",112,"sustainable"
"O","IGC",112,"marine"
"O","IGC",112,"biodiversity"
"O","IGC",112,"abnj"
"S","IGC",113,"action"
"S","IGC",113,"premised"
"S","IGC",113,"pillars"
"S","IGC",113,"due"
"S","IGC",113,"regard"
"S","IGC",113,"sovereignty"
"S","IGC",113,"recognition"
"S","IGC",113,"ocean"
"S","IGC",113,"space"
"S","IGC",113,"closely"
"S","IGC",113,"interrelated"
"S","IGC",113,"considered"
"W","IGC",114,"absence"
"W","IGC",114,"entity"
"W","IGC",114,"capable"
"W","IGC",114,"driving"
"W","IGC",114,"implementation"
"W","IGC",114,"forward"
"W","IGC",114,"existing"
"W","IGC",114,"governance"
"W","IGC",114,"gaps"
"W","IGC",114,"persist"
"S","IGC",115,"parties"
"S","IGC",115,"obligation"
"S","IGC",115,"employ"
"S","IGC",115,"practice"
"S","IGC",115,"standards"
"S","IGC",115,"based"
"S","IGC",115,"scientific"
"S","IGC",115,"evidence"
"S","IGC",115,"decision"
"S","IGC",115,"management"
"S","IGC",115,"enhanced"
"S","IGC",115,"protection"
"S","IGC",115,"designation"
"S","IGC",115,"mpas"
"T","IGC",116,"facilitated"
"T","IGC",116,"access"
"T","IGC",116,"utilization"
"T","IGC",116,"seas"
"T","IGC",116,"negative"
"T","IGC",116,"impacts"
"W","IGC",117,"lack"
"W","IGC",117,"unified"
"W","IGC",117,"criteria"
"W","IGC",117,"implementation"
"W","IGC",117,"mpas"
"W","IGC",118,"marine"
"W","IGC",118,"plastic"
"W","IGC",118,"pollution"
"W","IGC",118,"ocean"
"W","IGC",118,"acidification"
"W","IGC",118,"barely"
"W","IGC",118,"mentioned"
"W","IGC",118,"session"
"O","PrepCom",119,"evaluate"
"O","PrepCom",119,"enhance"
"O","PrepCom",119,"capacity"
"O","PrepCom",119,"building"
"O","PrepCom",119,"apparatus"
"O","PrepCom",119,"ocean"
"O","PrepCom",119,"management"
"O","PrepCom",120,"relevant"
"O","PrepCom",120,"regional"
"O","PrepCom",120,"organizations"
"O","PrepCom",120,"mandate"
"O","PrepCom",120,"identify"
"O","PrepCom",120,"submit"
"O","PrepCom",120,"mpa"
"O","PrepCom",120,"proposals"
"O","PrepCom",120,"management"
"O","PrepCom",120,"responsibility"
"O","PrepCom",120,"remaining"
"O","PrepCom",120,"regional"
"O","PrepCom",120,"level"
"O","PrepCom",121,"augment"
"O","PrepCom",121,"ecosystem"
"O","PrepCom",121,"based"
"O","PrepCom",121,"management"
"O","PrepCom",121,"fisheries"
"O","PrepCom",121,"abnj"
"O","PrepCom",121,"definition"
"O","PrepCom",121,"common"
"O","PrepCom",121,"purpose"
"O","PrepCom",121,"provision"
"O","PrepCom",121,"agreed"
"O","PrepCom",121,"governance"
"O","PrepCom",121,"principles"
"O","PrepCom",121,"formation"
"O","PrepCom",121,"collaborative"
"O","PrepCom",121,"institutional"
"O","PrepCom",121,"arrangements"
"O","PrepCom",121,"development"
"O","PrepCom",121,"review"
"O","PrepCom",121,"reporting"
"O","PrepCom",121,"process"
"O","PrepCom",121,"provision"
"O","PrepCom",121,"default"
"O","PrepCom",121,"management"
"O","PrepCom",121,"regime"
"O","PrepCom",121,"gaps"
"O","PrepCom",121,"geographical"
"O","PrepCom",121,"coverage"
"O","PrepCom",121,"rfmos"
"O","PrepCom",121,"remain"
"O","PrepCom",122,"promote"
"O","PrepCom",122,"sustainable"
"O","PrepCom",122,"seas"
"O","PrepCom",122,"ecosystems"
"O","PrepCom",122,"linking"
"O","PrepCom",122,"resource"
"O","PrepCom",122,"management"
"O","PrepCom",122,"conservation"
"O","PrepCom",123,"develop"
"O","PrepCom",123,"science"
"O","PrepCom",123,"diplomacy"
"O","PrepCom",123,"ensure"
"O","PrepCom",123,"ocean"
"O","PrepCom",123,"science"
"O","PrepCom",123,"unifying"
"O","PrepCom",123,"focus"
"O","PrepCom",124,"resolve"
"O","PrepCom",124,"conflicts"
"O","PrepCom",124,"involving"
"O","PrepCom",124,"ccamlr"
"O","PrepCom",124,"iuu"
"O","PrepCom",124,"fishing"
"S","PrepCom",125,"primary"
"S","PrepCom",125,"responsibility"
"S","PrepCom",125,"dealing"
"S","PrepCom",125,"mpas"
"S","PrepCom",125,"abnj"
"S","PrepCom",125,"rests"
"S","PrepCom",125,"jurisdiction"
"S","PrepCom",125,"control"
"S","PrepCom",125,"activities"
"S","PrepCom",125,"affecting"
"S","PrepCom",125,"biodiversity"
"S","PrepCom",125,"abnj"
"O","PrepCom",126,"achieve"
"O","PrepCom",126,"unifying"
"O","PrepCom",126,"focus"
"O","PrepCom",126,"science"
"O","PrepCom",126,"diplomacy"
"O","PrepCom",127,"promote"
"O","PrepCom",127,"coherence"
"O","PrepCom",127,"complement"
"O","PrepCom",127,"existing"
"O","PrepCom",127,"relevant"
"O","PrepCom",127,"legal"
"O","PrepCom",127,"instruments"
"O","PrepCom",127,"frameworks"
"O","PrepCom",127,"relevant"
"O","PrepCom",127,"global"
"O","PrepCom",127,"regional"
"O","PrepCom",127,"sectoral"
"O","PrepCom",127,"bodies"
"S","PrepCom",128,"duty"
"S","PrepCom",128,"cooperate"
"S","PrepCom",128,"marine"
"S","PrepCom",128,"scientific"
"S","PrepCom",128,"research"
"S","PrepCom",128,"wide"
"S","PrepCom",128,"range"
"S","PrepCom",128,"purposes"
"S","PrepCom",128,"including"
"S","PrepCom",128,"protecting"
"S","PrepCom",128,"preserving"
"S","PrepCom",128,"marine"
"S","PrepCom",128,"environment"
"S","PrepCom",128,"funding"
"S","PrepCom",128,"ocean"
"S","PrepCom",128,"science"
"O","PrepCom",129,"environmental"
"O","PrepCom",129,"stewardship"
"O","PrepCom",129,"ensure"
"O","PrepCom",129,"balance"
"O","PrepCom",129,"international"
"O","PrepCom",129,"community"
"O","PrepCom",129,"interfering"
"O","PrepCom",129,"existing"
"O","PrepCom",129,"legitimate"
"W","PrepCom",130,"concept"
"W","PrepCom",130,"sedentary"
"W","PrepCom",130,"species"
"W","PrepCom",130,"contained"
"W","PrepCom",130,"unclos"
"W","PrepCom",130,"inconsistent"
"W","PrepCom",130,"focus"
"W","PrepCom",130,"protection"
"W","PrepCom",130,"biodiversity"
"W","PrepCom",131,"context"
"W","PrepCom",131,"mpas"
"W","PrepCom",131,"provisions"
"W","PrepCom",131,"unclos"
"W","PrepCom",131,"conservation"
"W","PrepCom",131,"marine"
"W","PrepCom",131,"living"
"W","PrepCom",131,"resources"
"W","PrepCom",131,"including"
"W","PrepCom",131,"fisheries"
"W","PrepCom",131,"nature"
"W","PrepCom",132,"undermine"
"W","PrepCom",132,"existing"
"W","PrepCom",132,"structures"
"W","PrepCom",132,"offer"
"W","PrepCom",132,"partial"
"W","PrepCom",132,"solutions"
"W","PrepCom",132,"ensuing"
"W","PrepCom",132,"fragmentation"
"W","PrepCom",132,"seas"
"W","PrepCom",132,"fisheries"
"O","PrepCom",133,"international"
"O","PrepCom",133,"law"
"O","PrepCom",133,"principles"
"O","PrepCom",133,"standards"
"O","PrepCom",133,"conservation"
"O","PrepCom",133,"sustainable"
"O","PrepCom",133,"marine"
"O","PrepCom",133,"biodiversity"
"O","PrepCom",133,"abnj"
"O","PrepCom",133,"applicable"
"O","PrepCom",133,"parties"
"O","PrepCom",134,"colaborative"
"O","PrepCom",134,"framework"
"O","PrepCom",134,"regional"
"O","PrepCom",134,"institutions"
"W","PrepCom",135,"term"
"W","PrepCom",135,"undermine"
"W","PrepCom",135,"ambiguous"
"O","PrepCom",136,"strengths"
"O","PrepCom",136,"antartic"
"O","PrepCom",136,"treaty"
"O","PrepCom",136,"system’s"
"O","PrepCom",136,"approach"
"O","PrepCom",136,"spatial"
"O","PrepCom",136,"conservation"
"O","PrepCom",136,"management"
"O","PrepCom",136,"examples"
"O","PrepCom",136,"preparatory"
"O","PrepCom",136,"committee"
"O","PrepCom",136,"refer"
"O","PrepCom",136,"development"
"O","PrepCom",136,"ilbi"
"O","PrepCom",137,"views"
"O","PrepCom",137,"developing"
"O","PrepCom",137,"unclos"
"O","PrepCom",137,"implemented"
"O","PrepCom",137,"revitalize"
"O","PrepCom",137,"concepts"
"O","PrepCom",137,"developed"
"O","PrepCom",137,"unclos"
"O","PrepCom",138,"include"
"O","PrepCom",138,"funding"
"O","PrepCom",138,"mechanisms"
"O","PrepCom",138,"institutional"
"O","PrepCom",138,"arrangements"
"O","PrepCom",138,"ensure"
"O","PrepCom",138,"effectiveness"
"O","PrepCom",139,"implement"
"O","PrepCom",139,"strong"
"O","PrepCom",139,"complementary"
"O","PrepCom",139,"protection"
"O","PrepCom",139,"measures"
"O","PrepCom",139,"mpa"
"O","PrepCom",139,"boundaries"
"O","PrepCom",139,"dynamic"
"O","PrepCom",139,"management"
"O","PrepCom",139,"effective"
"O","PrepCom",139,"fisheries"
"O","PrepCom",139,"regulation"
"O","PrepCom",139,"increasingly"
"O","PrepCom",139,"precautionary"
"O","PrepCom",139,"regulation"
"O","PrepCom",139,"emerging"
"O","PrepCom",139,"activities"
"O","PrepCom",139,"mobile"
"O","PrepCom",139,"species"
"S","PrepCom",140,"integrated"
"S","PrepCom",140,"approach"
"S","PrepCom",140,"mandate"
"S","PrepCom",140,"prepcom"
"O","PrepCom",141,"mandate"
"O","PrepCom",141,"science"
"O","PrepCom",142,"involve"
"O","PrepCom",142,"stakeholders"
"O","PrepCom",142,"ranging"
"O","PrepCom",142,"public"
"O","PrepCom",142,"law"
"O","PrepCom",142,"sea"
"O","PrepCom",142,"experts"
"O","PrepCom",142,"intellectual"
"O","PrepCom",142,"property"
"O","PrepCom",142,"rights"
"O","PrepCom",142,"experts"
"O","PrepCom",142,"comprehensive"
"O","PrepCom",142,"view"
"O","PrepCom",142,"national"
"S","PrepCom",143,"potential"
"S","PrepCom",143,"establishment"
"S","PrepCom",143,"mpas"
"S","PrepCom",143,"overlapping"
"S","PrepCom",143,"spawning"
"S","PrepCom",143,"sites"
"S","PrepCom",143,"straddling"
"S","PrepCom",143,"highly"
"S","PrepCom",143,"migratory"
"S","PrepCom",143,"fish"
"S","PrepCom",143,"stock"
"S","PrepCom",143,"positive"
"S","PrepCom",143,"spillover"
"S","PrepCom",143,"effects"
"S","PrepCom",143,"respective"
"S","PrepCom",143,"fisheries"
"W","PrepCom",144,"ldcs"
"W","PrepCom",144,"sids"
"W","PrepCom",144,"entering"
"W","PrepCom",144,"negotiation"
"W","PrepCom",144,"considerable"
"W","PrepCom",144,"disadvantage"
"W","PrepCom",144,"relation"
"W","PrepCom",144,"oecd"
"W","PrepCom",144,"active"
"W","PrepCom",144,"abnj"
"O","BBNJ WG",145,"bring"
"O","BBNJ WG",145,"decision"
"O","BBNJ WG",145,"establishment"
"O","BBNJ WG",145,"mpas"
"O","BBNJ WG",145,"relevant"
"O","BBNJ WG",145,"organizations"
"O","BBNJ WG",145,"request"
"O","BBNJ WG",145,"cooperation"
"O","BBNJ WG",146,"include"
"O","BBNJ WG",146,"incorporate"
"O","BBNJ WG",146,"concerns"
"O","BBNJ WG",146,"international"
"O","BBNJ WG",146,"community"
"O","BBNJ WG",146,"setting"
"O","BBNJ WG",146,"humanity"
"O","BBNJ WG",146,"cooperate"
"O","BBNJ WG",146,"safeguard"
"O","BBNJ WG",146,"global"
"O","BBNJ WG",146,"commons"
"O","BBNJ WG",147,"identify"
"O","BBNJ WG",147,"convergence"
"O","BBNJ WG",147,"regulatory"
"O","BBNJ WG",147,"gaps"
"O","BBNJ WG",147,"implementation"
"O","BBNJ WG",147,"gaps"
"O","BBNJ WG",148,"facilitate"
"O","BBNJ WG",148,"de"
"O","BBNJ WG",148,"international"
"O","BBNJ WG",148,"recognition"
"O","BBNJ WG",148,"mpas"
"O","BBNJ WG",148,"regulatory"
"O","BBNJ WG",148,"measures"
"O","BBNJ WG",148,"abnj"
"S","BBNJ WG",149,"precautionary"
"S","BBNJ WG",149,"principle"
"S","BBNJ WG",149,"ecosystem"
"S","BBNJ WG",149,"approach"
"S","BBNJ WG",149,"fundamental"
"S","BBNJ WG",149,"principles"
"O","BBNJ WG",150,"set"
"O","BBNJ WG",150,"explicit"
"O","BBNJ WG",150,"goals"
"O","BBNJ WG",150,"objectives"
"O","BBNJ WG",150,"targets"
"O","BBNJ WG",150,"protection"
"O","BBNJ WG",150,"biodiversity"
"O","BBNJ WG",150,"marine"
"O","BBNJ WG",150,"environment"
"O","BBNJ WG",150,"alongside"
"O","BBNJ WG",150,"sustainable"
"O","BBNJ WG",150,"resources"
"O","BBNJ WG",151,"provide"
"O","BBNJ WG",151,"basis"
"O","BBNJ WG",151,"integrated"
"O","BBNJ WG",151,"legal"
"O","BBNJ WG",151,"institutional"
"O","BBNJ WG",151,"framework"
"O","BBNJ WG",151,"implement"
"O","BBNJ WG",151,"key"
"O","BBNJ WG",151,"provisions"
"O","BBNJ WG",151,"unclos"
"O","BBNJ WG",151,"protection"
"O","BBNJ WG",151,"preservation"
"O","BBNJ WG",151,"marine"
"O","BBNJ WG",151,"environment"
"O","BBNJ WG",152,"provide"
"O","BBNJ WG",152,"basis"
"O","BBNJ WG",152,"integrated"
"O","BBNJ WG",152,"legal"
"O","BBNJ WG",152,"institutional"
"O","BBNJ WG",152,"framework"
"O","BBNJ WG",152,"implement"
"O","BBNJ WG",152,"key"
"O","BBNJ WG",152,"provisions"
"O","BBNJ WG",152,"unclos"
"O","BBNJ WG",152,"protection"
"O","BBNJ WG",152,"preservation"
"O","BBNJ WG",152,"marine"
"O","BBNJ WG",152,"environment"
"O","BBNJ WG",153,"adopt"
"O","BBNJ WG",153,"unanimity"
"O","BBNJ WG",153,"overwhelming"
"O","BBNJ WG",153,"majority"
"O","BBNJ WG",153,"considerable"
"O","BBNJ WG",153,"authority"
"O","BBNJ WG",154,"conduct"
"O","BBNJ WG",154,"investigations"
"O","BBNJ WG",154,"initiate"
"O","BBNJ WG",154,"judicial"
"O","BBNJ WG",154,"proceedings"
"O","BBNJ WG",154,"expeditious"
"O","BBNJ WG",154,"basis"
"O","BBNJ WG",154,"apply"
"O","BBNJ WG",154,"sanctions"
"O","BBNJ WG",154,"respect"
"O","BBNJ WG",154,"violations"
"O","BBNJ WG",154,"adequate"
"O","BBNJ WG",154,"severity"
"O","BBNJ WG",154,"secure"
"O","BBNJ WG",154,"compliance"
"O","BBNJ WG",154,"discourage"
"O","BBNJ WG",154,"violations"
"O","BBNJ WG",155,"enable"
"O","BBNJ WG",155,"tools"
"O","BBNJ WG",155,"mpas"
"O","BBNJ WG",155,"cumulative"
"O","BBNJ WG",155,"impact"
"O","BBNJ WG",155,"assessments"
"O","BBNJ WG",155,"strategic"
"O","BBNJ WG",155,"planning"
"O","BBNJ WG",155,"combining"
"O","BBNJ WG",155,"overarching"
"O","BBNJ WG",155,"framework"
"O","BBNJ WG",155,"provided"
"O","BBNJ WG",155,"unclos"
"O","BBNJ WG",156,"promote"
"O","BBNJ WG",156,"close"
"O","BBNJ WG",156,"cooperation"
"O","BBNJ WG",156,"coordination"
"O","BBNJ WG",156,"coastal"
"O","BBNJ WG",156,"regional"
"O","BBNJ WG",156,"organisation"
"O","BBNJ WG",156,"designation"
"O","BBNJ WG",156,"mpas"
"T","IGC",157,"impose"
"T","IGC",157,"direct"
"T","IGC",157,"controls"
"T","IGC",157,"fishing"
"T","IGC",157,"activities"
"T","IGC",158,"impact"
"T","IGC",158,"fisheries"
"T","IGC",158,"fish"
"T","IGC",158,"biodiversity"
"T","IGC",158,"fish"
"T","IGC",158,"species"
"T","IGC",158,"fall"
"T","IGC",158,"existing"
"T","IGC",158,"instruments"
"T","IGC",158,"remain"
"T","IGC",158,"assessed"
"T","IGC",159,"disagreement"
"T","IGC",159,"related"
"T","IGC",159,"functions"
"T","IGC",159,"powers"
"T","IGC",159,"conference"
"T","IGC",159,"parties"
"T","IGC",159,"cop"
"O","IGC",160,"strengthen"
"O","IGC",160,"existing"
"O","IGC",160,"obligations"
"O","IGC",160,"cooperation"
"O","IGC",160,"reporting"
"O","IGC",161,"abmts"
"O","IGC",161,"abnj"
"O","IGC",161,"adaptable"
"O","IGC",161,"respond"
"O","IGC",161,"dynamic"
"O","IGC",161,"ocean"
"O","IGC",161,"conditions"
"O","IGC",161,"impacts"
"O","IGC",161,"climate"
"O","IGC",161,"change"
"T","IGC",162,"undermine"
"T","IGC",162,"effectiveness"
"T","IGC",162,"objectives"
"T","IGC",162,"existing"
"T","IGC",162,"bodies"
"T","IGC",162,"instruments"
"O","IGC",163,"provide"
"O","IGC",163,"common"
"O","IGC",163,"vision"
"O","IGC",163,"international"
"O","IGC",163,"community"
"O","IGC",163,"collaborate"
"O","IGC",163,"stewards"
"O","IGC",163,"conservation"
"O","IGC",163,"sustainable"
"T","IGC",164,"countries"
"T","IGC",164,"continue"
"T","IGC",164,"diverge"
"T","IGC",164,"roles"
"T","IGC",164,"decision"
"T","IGC",164,"functions"
"T","IGC",164,"bodies"
"T","IGC",164,"relevant"
"T","IGC",164,"global"
"T","IGC",164,"regional"
"T","IGC",164,"sectoral"
"T","IGC",164,"bodies"
"W","IGC",165,"adjacency"
"W","IGC",165,"draft"
"W","IGC",165,"text"
"W","IGC",165,"related"
"W","IGC",165,"geographical"
"W","IGC",165,"sense"
"W","IGC",165,"word"
"W","IGC",165,"adjacent"
"W","IGC",165,"coastal"
"W","IGC",165,"ecological"
"W","IGC",165,"sense"
"O","IGC",166,"growing"
"O","IGC",166,"consensus"
"O","IGC",166,"relevance"
"O","IGC",166,"traditional"
"O","IGC",166,"knowledge"
"O","IGC",167,"ensuring"
"O","IGC",167,"cost"
"O","IGC",167,"effectiveness"
"O","IGC",167,"addressing"
"O","IGC",167,"disputes"
"O","IGC",168,"bring"
"O","IGC",168,"ocean"
"O","IGC",168,"users"
"O","IGC",168,"stakeholders"
"O","IGC",168,"create"
"O","IGC",168,"richer"
"O","IGC",168,"dialogue"
"O","IGC",168,"tools"
"O","IGC",168,"approaches"
"O","IGC",168,"balance"
"O","IGC",168,"conservation"
"O","IGC",168,"sustainable"
"O","IGC",169,"connectivity"
"O","IGC",169,"candidate"
"O","IGC",169,"abnj"
"O","IGC",169,"mpas"
"O","IGC",169,"adjoining"
"O","IGC",169,"eezs"
"O","IGC",169,"ensure"
"O","IGC",169,"major"
"O","IGC",169,"types"
"O","IGC",169,"services"
"O","IGC",169,"mpas"
"O","IGC",169,"provide"
"O","IGC",169,"maximized"
"O","IGC",169,"benefit"
"O","IGC",169,"coastal"
"O","IGC",170,"management"
"O","IGC",170,"bodies"
"O","IGC",170,"overlapping"
"O","IGC",170,"mandates"
"O","IGC",170,"participants"
"O","IGC",170,"cooperate"
"O","IGC",170,"providing"
"O","IGC",170,"perspectives"
"O","IGC",170,"expertise"
"O","IGC",170,"respective"
"O","IGC",170,"fields"
"O","IGC",170,"leading"
"O","IGC",170,"resilient"
"O","IGC",170,"system"
"O","IGC",170,"governance"
"O","IGC",170,"abnj"
"S","IGC",171,"existing"
"S","IGC",171,"regional"
"S","IGC",171,"practices"
"S","IGC",171,"implementation"
"S","IGC",171,"proposed"
"S","IGC",171,"international"
"S","IGC",171,"legal"
"S","IGC",171,"instrument"
"W","IGC",172,"fishing"
"W","IGC",172,"excluded"
"W","IGC",172,"discussions"
"O","IGC",173,"science"
"O","IGC",173,"neutral"
"O","IGC",173,"platform"
"O","IGC",173,"remove"
"O","IGC",173,"political"
"O","IGC",173,"barriers"
"O","IGC",173,"hinder"
"O","IGC",173,"science"
"O","IGC",173,"based"
"O","IGC",173,"management"
"T","IGC",174,"countries"
"T","IGC",174,"struggle"
"T","IGC",174,"accept"
"T","IGC",174,"relevance"
"T","IGC",174,"iplcs"
"T","IGC",174,"knowledge"
"T","IGC",174,"seas"
"T","IGC",174,"governance"
"T","IGC",174,"contribute"
"O","IGC",175,"institutional"
"O","IGC",175,"cooperation"
"O","IGC",175,"structures"
"O","IGC",175,"processes"
"O","IGC",175,"created"
"O","IGC",175,"address"
"O","IGC",175,"sources"
"O","IGC",175,"conflict"
"S","IGC",176,"parties"
"S","IGC",176,"strength"
"S","IGC",176,"enhancw"
"S","IGC",176,"cooperation"
"S","IGC",176,"relevant"
"S","IGC",176,"legal"
"S","IGC",176,"instruments"
"S","IGC",176,"frameworks"
"S","IGC",176,"relevant"
"S","IGC",176,"global"
"S","IGC",176,"regional"
"S","IGC",176,"subregional"
"S","IGC",176,"sectoral"
"S","IGC",176,"bodies"
"S","IGC",177,"undermine"
"S","IGC",177,"relevant"
"S","IGC",177,"existing"
"S","IGC",177,"frameworks"
"S","IGC",177,"bodies"
"S","IGC",177,"instruments"
"T","IGC",178,"networks"
"T","IGC",178,"seamounts"
"T","IGC",178,"considered"
"T","IGC",178,"legal"
"T","IGC",178,"zoning"
"T","IGC",178,"based"
"T","IGC",178,"management"
"T","IGC",178,"tools"
"T","IGC",178,"abmts"
"T","IGC",179,"term"
"T","IGC",179,"undermine"
"T","IGC",179,"remains"
"T","IGC",179,"unclear"
"T","IGC",179,"interpreted"
"T","IGC",179,"support"
"T","IGC",179,"improvement"
"T","IGC",179,"status"
"T","IGC",179,"quo"
"S","IGC",180,"aims"
"S","IGC",180,"adaptive"
"S","IGC",180,"capacity"
"T","IGC",181,"undermine"
"T","IGC",181,"commitment"
"T","IGC",181,"undermining"
"T","IGC",181,"process"
"O","IGC",182,"soft"
"O","IGC",182,"law"
"O","IGC",182,"clauses"
"O","IGC",182,"promote"
"O","IGC",182,"seas"
"O","IGC",182,"mpas"
"O","IGC",182,"build"
"O","IGC",182,"consensus"
"O","IGC",182,"guide"
"O","IGC",182,"action"
"S","IGC",183,"proposes"
"S","IGC",183,"application"
"S","IGC",183,"integrated"
"S","IGC",183,"approach"
"S","IGC",183,"approach"
"S","IGC",183,"builds"
"S","IGC",183,"ecosystem"
"S","IGC",183,"resilience"
"S","IGC",183,"restores"
"S","IGC",183,"ecosystem"
"S","IGC",183,"integrity"
"O","IGC",184,"potential"
"O","IGC",184,"consortiums"
"O","IGC",184,"governmental"
"O","IGC",184,"influence"
"O","IGC",184,"international"
"O","IGC",184,"policy"
"O","IGC",184,"favoring"
"O","IGC",184,"inclusive"
"O","IGC",184,"equitable"
"O","IGC",184,"decisions"
"W","IGC",185,"lack"
"W","IGC",185,"effective"
"W","IGC",185,"mechanisms"
"W","IGC",185,"ensure"
"W","IGC",185,"successful"
"W","IGC",185,"implementation"
"W","IGC",186,"regional"
"W","IGC",186,"model"
"W","IGC",186,"effectively"
"W","IGC",186,"viewed"
"W","IGC",186,"status"
"W","IGC",186,"quo"
"W","IGC",186,"ocean"
"W","IGC",186,"governance"
"W","IGC",187,"instrument"
"W","IGC",187,"limited"
"W","IGC",187,"covered"
"W","IGC",187,"existing"
"W","IGC",187,"institutions"
"W","IGC",187,"offer"
"W","IGC",187,"ad"
"W","IGC",187,"hoc"
"W","IGC",187,"approach"
"W","IGC",187,"gap"
"W","IGC",187,"filling"
"W","IGC",187,"result"
"W","IGC",187,"unnecessary"
"W","IGC",187,"complexity"
"W","IGC",187,"fragmentation"
"O","IGC",188,"appliy"
"O","IGC",188,"practices"
"O","IGC",188,"address"
"O","IGC",188,"anthropogenic"
"O","IGC",188,"underwater"
"O","IGC",188,"noise"
"O","IGC",188,"pollution"
"O","IGC",188,"project"
"O","IGC",188,"eia"
"O","IGC",188,"sea"
"O","IGC",188,"continuous"
"O","IGC",188,"basis"
"O","IGC",188,"abmts"
"O","IGC",189,"coordinate"
"O","IGC",189,"existing"
"O","IGC",189,"criteria"
"O","IGC",189,"draw"
"O","IGC",189,"lessons"
"O","IGC",189,"regional"
"O","IGC",189,"practice"
"O","IGC",189,"providing"
"O","IGC",189,"set"
"O","IGC",189,"comprehensive"
"O","IGC",189,"unified"
"O","IGC",189,"selection"
"O","IGC",189,"criteria"
"O","IGC",189,"seas"
"O","IGC",189,"mpas"
"O","IGC",190,"create"
"O","IGC",190,"global"
"O","IGC",190,"authority"
"O","IGC",190,"charge"
"O","IGC",190,"designing"
"O","IGC",190,"implementing"
"O","IGC",190,"abmt"
"O","IGC",190,"improve"
"O","IGC",190,"coherence"
"O","IGC",190,"abmts"
"O","IGC",190,"sharing"
"O","IGC",190,"practices"
"O","IGC",190,"proposing"
"O","IGC",190,"sites"
"O","IGC",190,"sectoral"
"O","IGC",190,"organizations"
"O","IGC",190,"implement"
"O","PrepCom",191,"establish"
