"Category","Negotiation.phase","msg.number","Message"
"III","IGC",590,"enable"
"III","IGC",590,"parties"
"III","IGC",590,"coherent"
"III","IGC",590,"measures"
"III","IGC",590,"sectors"
"III","IGC",590,"regions"
"II","IGC",591,"multi"
"II","IGC",591,"sectoral"
"II","IGC",591,"integrated"
"II","IGC",591,"cooperative"
"II","IGC",591,"management"
"II","IGC",591,"ensure"
"II","IGC",591,"conservation"
"II","IGC",591,"term"
"II","IGC",591,"sustainable"
"II","IGC",591,"marine"
"II","IGC",591,"biodiversity"
"II","IGC",591,"abnj"
"III","IGC",592,"promote"
"III","IGC",592,"coherence"
"III","IGC",592,"complement"
"III","IGC",592,"existing"
"III","IGC",592,"bodies"
"III","IGC",592,"instruments"
"I","IGC",593,"power"
"I","IGC",593,"implement"
"I","IGC",593,"abmts"
"I","IGC",593,"including"
"I","IGC",593,"mpas"
"I","IGC",593,"rest"
"I","IGC",593,"critical"
"I","IGC",593,"items"
"I","IGC",593,"negotiators"
"III","IGC",594,"remains"
"III","IGC",594,"inclusion"
"III","IGC",594,"chm"
"III","IGC",594,"principle"
"III","IGC",594,"accompanied"
"III","IGC",594,"logical"
"III","IGC",594,"consequences"
"III","IGC",594,"mandatory"
"III","IGC",594,"sharing"
"III","IGC",594,"mgr"
"III","IGC",594,"monetary"
"III","IGC",594,"benefits"
"II","IGC",595,"argue"
"II","IGC",595,"management"
"II","IGC",595,"authority"
"II","IGC",595,"reside"
"II","IGC",595,"solely"
"II","IGC",595,"existing"
"II","IGC",595,"sectoral"
"II","IGC",595,"bodies"
"II","IGC",595,"rfmo’s"
"II","IGC",595,"assert"
"II","IGC",595,"global"
"II","IGC",595,"control"
"III","IGC",596,"consultation"
"III","IGC",596,"period"
"III","IGC",596,"established"
"III","IGC",596,"decision"
"III","IGC",596,"decide"
"III","IGC",596,"abmts"
"III","IGC",596,"complementary"
"III","IGC",596,"independently"
"III","IGC",596,"relevant"
"III","IGC",596,"regional"
"III","IGC",596,"instruments"
"III","IGC",596,"bodies"
"III","IGC",596,"recommend"
"III","IGC",596,"adopt"
"III","IGC",596,"measures"
"III","IGC",597,"delegates"
"III","IGC",597,"advocated"
"III","IGC",597,"adoption"
"III","IGC",597,"hybrid"
"III","IGC",597,"approach"
"III","IGC",597,"advancing"
"III","IGC",597,"ocean"
"III","IGC",597,"governance"
"III","IGC",597,"status"
"III","IGC",597,"quo"
"III","IGC",597,"regional"
"III","IGC",597,"approach"
"III","IGC",597,"falling"
"III","IGC",597,"short"
"III","IGC",597,"centralized"
"III","IGC",597,"global"
"III","IGC",597,"level"
"III","IGC",597,"decision"
"III","IGC",597,"powers"
"III","IGC",597,"envisioned"
"III","IGC",597,"global"
"III","IGC",597,"approach"
"II","IGC",598,"issue"
"II","IGC",598,"cooperation"
"II","IGC",598,"depends"
"II","IGC",598,"governed"
"II","IGC",598,"extent"
"II","IGC",598,"decision"
"II","IGC",598,"powers"
"II","IGC",599,"relationship"
"II","IGC",599,"relevant"
"II","IGC",599,"treaties"
"II","IGC",599,"bodies"
"II","IGC",599,"aroused"
"II","IGC",599,"controversy"
"II","IGC",600,"freedom"
"II","IGC",600,"seas"
"II","IGC",600,"common"
"II","IGC",600,"heritage"
"II","IGC",600,"mankind"
"II","IGC",600,"chm"
"II","IGC",600,"controversies"
"II","IGC",600,"related"
"I","IGC",601,"issue"
"I","IGC",601,"related"
"I","IGC",601,"designing"
"I","IGC",601,"abmts"
"I","IGC",601,"regional"
"I","IGC",601,"sectoral"
"I","IGC",601,"bodies"
"I","IGC",601,"institutions"
"III","IGC",602,"warships"
"III","IGC",602,"naval"
"III","IGC",602,"auxiliaries"
"III","IGC",602,"vessels"
"III","IGC",602,"excluded"
"III","IGC",602,"scope"
"III","IGC",603,"regional"
"III","IGC",603,"model"
"III","IGC",603,"establishment"
"III","IGC",603,"mpa"
"III","IGC",603,"created"
"III","IGC",603,"relevant"
"III","IGC",603,"competent"
"III","IGC",603,"framework"
"III","IGC",603,"body"
"III","IGC",603,"decide"
"III","IGC",603,"establish"
"III","IGC",603,"mpa"
"III","IGC",603,"measures"
"III","IGC",603,"adopt"
"III","IGC",603,"parties"
"III","IGC",603,"recommendations"
"III","IGC",603,"respective"
"III","IGC",603,"framework"
"III","IGC",603,"body"
"III","IGC",604,"hybrid"
"III","IGC",604,"approach"
"III","IGC",604,"offers"
"III","IGC",604,"model"
"III","IGC",604,"institutional"
"III","IGC",604,"arrangements"
"III","IGC",604,"advance"
"III","IGC",604,"ocean"
"III","IGC",604,"governance"
"III","IGC",604,"status"
"III","IGC",604,"quo"
"III","IGC",604,"regional"
"III","IGC",604,"approach"
"III","IGC",604,"fall"
"III","IGC",604,"short"
"III","IGC",604,"centralised"
"III","IGC",604,"global"
"III","IGC",604,"level"
"III","IGC",604,"decision"
"III","IGC",604,"powers"
"III","IGC",604,"envisioned"
"III","IGC",604,"global"
"III","IGC",604,"approach"
"II","IGC",605,"relationship"
"II","IGC",605,"relevant"
"II","IGC",605,"instruments"
"II","IGC",605,"bodies"
"II","IGC",605,"remains"
"II","IGC",605,"controversial"
"II","IGC",605,"issues"
"II","IGC",605,"directly"
"II","IGC",605,"reflect"
"II","IGC",605,"impact"
"II","IGC",605,"global"
"II","IGC",605,"nature"
"II","IGC",605,"effectiveness"
"I","IGC",606,"significant"
"I","IGC",606,"issue"
"I","IGC",606,"principles"
"I","IGC",607,"uncertain"
"I","IGC",607,"effectiveness"
"I","IGC",607,"implementation"
"I","IGC",607,"secured"
"I","IGC",607,"due"
"I","IGC",607,"enforcement"
"I","IGC",607,"compliance"
"I","IGC",607,"mechanisms"
"III","IGC",608,"fail"
"III","IGC",608,"fulfil"
"III","IGC",608,"initial"
"III","IGC",608,"aspirations"
"III","IGC",608,"international"
"III","IGC",608,"community"
"III","IGC",608,"conservation"
"III","IGC",608,"sustainable"
"III","IGC",608,"biodiversity"
"III","IGC",608,"national"
"III","IGC",608,"jurisdiction"
